4.806933242862019284e-01,0.000000000000000000e+00,1.436954832795979964e-01,0.000000000000000000e+00,7.637309958104500579e-04,1.580805565820316561e-01,0.000000000000000000e+00,4.969631362819813825e-02,0.000000000000000000e+00,3.439811235433667402e-01,0.000000000000000000e+00,2.497711142354150926e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.963558437057950634e-01,0.000000000000000000e+00,9.510382178089778205e-02,8.020583056093762153e-02,5.076575899808052211e-02,5.399475222206560204e-02,5.663534546228728931e-04,1.274402797138153853e-01,0.000000000000000000e+00,1.705868412424529348e-03,0.000000000000000000e+00,1.708813728977496560e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.072037470678453119e-02,4.928539060189127130e-02,0.000000000000000000e+00,9.622791688102819152e-02,1.150306575928676661e-01,1.334457298100596156e-01,4.129785215173525231e-03,4.383262372925594147e-02,5.325545729549906182e-02,0.000000000000000000e+00
7.770745369624599830e-01,0.000000000000000000e+00,1.593325918256398473e-03,3.550898293511144110e-02,0.000000000000000000e+00,9.453368864821791451e-02,0.000000000000000000e+00,2.155017749882277567e-01,0.000000000000000000e+00,2.152030662017925255e-01,3.387835303382279867e-02,1.023607756914569206e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.135541868756190426e-02,1.711031774034534741e-02,9.478184336372431906e-02,2.662929937177805489e-03,3.006173493374628524e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.269082524549071445e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.185741955676324344e-01,1.037761636452206454e-02,1.605405997965264966e-02,2.141305736734284981e-02,3.659567129107921257e-02,1.378589939603413680e-03,1.713264685588703970e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.152466920475865741e-01,1.049457416138115384e+00,1.622643244026479303e-01,0.000000000000000000e+00,1.909605716530051941e-02,0.000000000000000000e+00,2.125193894103056258e-01,3.725587518257661435e-02,6.140326670610977977e-02,3.705764188178903989e-02,1.129242226168885588e-01,0.000000000000000000e+00,2.546860563879217720e-02,0.000000000000000000e+00,1.942698168429319305e-01,0.000000000000000000e+00,2.611709358690890090e-02,2.734239490429185918e-02,8.459506015956524613e-03,1.800423593406242501e-02,1.667620405659276384e-01,1.283400450355715872e-01,1.064408940069187653e-01,1.380356668926392520e-02,4.496840401353546790e-02,1.667515181161434434e-02,9.010506771964815753e-02,1.878011571178328856e-02,0.000000000000000000e+00,3.995376997254446172e-02,2.548434064487479361e-02,8.987670715835752167e-02,1.992422662721031468e-01,3.064922176701012635e-02,9.764825113554831751e-03,1.962878803388220725e-02,0.000000000000000000e+00,3.173583887205713022e-02
5.584976433584823985e-01,0.000000000000000000e+00,1.811912781201956701e-01,4.246964208068550336e-04,0.000000000000000000e+00,6.810476146652022500e-01,0.000000000000000000e+00,2.105446933479761826e-04,0.000000000000000000e+00,2.632121905596529476e-02,0.000000000000000000e+00,1.057805579092329779e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.423313043336201129e-02,1.693488459281547107e-02,0.000000000000000000e+00,2.679839489851517167e-02,8.677959811702906667e-05,8.892344019802239652e-03,0.000000000000000000e+00,5.104155560131480585e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.382286885597884062e-03,8.973032591058402452e-03,1.822874777861779020e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.076528808912742829e-02,7.428161280861296512e-02,1.830628786774039229e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.305550595143139203e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.520803295225179846e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.264949146950297199e-01,1.870802611678504907e-03,1.648693510619970992e-01,3.240945062039580354e-02,2.634504235402179706e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.103493751293068606e-02,0.000000000000000000e+00,1.099882007244682020e-01,9.663207406522471288e-02,8.650529684541647876e-03,0.000000000000000000e+00,3.208210538926952599e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.965001369076267157e-01,3.896775554802310430e-04,3.527813396764985926e-02,7.628282612328496359e-02,1.613016829809513740e-03,0.000000000000000000e+00,1.055292241070595188e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.941830446870329682e-03,3.636279889808279649e-03,7.195459988117197843e-03,6.886226405069112433e-04
9.607690848259098360e-01,1.495124095871882330e+00,0.000000000000000000e+00,1.400528435145333020e-03,5.403397887373074387e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.123214678259468071e-04,4.890491570329487392e-02,0.000000000000000000e+00,1.127470724007809122e-01,1.737267992805458525e-03,2.360623550535837292e-02,1.576763027954518892e-01,0.000000000000000000e+00,9.579239924940496920e-02,0.000000000000000000e+00,5.735725095294647718e-03,0.000000000000000000e+00,2.362094886270303673e-02,2.417196672752658926e-01,1.667601668933450798e-02,2.193985864014444953e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.850273299675422971e-03,1.015260676379791394e-01,1.089280241025533842e-02,0.000000000000000000e+00,1.928691492411190381e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.010386591144229865e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.407414717262176384e-03,3.144961786275112664e-04
1.768517714817126885e-01,0.000000000000000000e+00,1.475314511676009965e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.430214009952380516e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.612827236266643760e-02,0.000000000000000000e+00,1.236729047220427452e-01,3.125880607666807866e-04,0.000000000000000000e+00,1.541184677360569241e-03,0.000000000000000000e+00,6.507913640613266493e-02,0.000000000000000000e+00,2.267663325318956813e-02,1.628255775731590402e-02,0.000000000000000000e+00,2.296619721660536281e-02,0.000000000000000000e+00,4.954167870134302924e-03,0.000000000000000000e+00,3.745226843148315166e-02,0.000000000000000000e+00,1.399982260261564606e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.724702220579423240e-02,5.462830024758388164e-03,5.901083007313823875e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.363684342083043843e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.036201742943497067e-01,0.000000000000000000e+00,1.076848484903533167e-03,9.009495146319515925e-05,9.529806953782953005e-02,0.000000000000000000e+00,1.026776074556757096e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.289725592662293988e-02,6.700106240399929941e-03,5.393867513330410186e-04,8.600656451793522658e-03,0.000000000000000000e+00,2.351432724379586350e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.281459398492560409e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.382433120586780417e-01,1.992246573066905682e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.146352055973560685e-02,0.000000000000000000e+00,3.229005889812069235e-02,1.813877568564282658e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.962125217569418156e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.115990673184764914e-02,2.865563483164570435e-01,2.356586487438396112e-06,0.000000000000000000e+00,1.532800907820938826e-03,0.000000000000000000e+00,4.034654502157832001e-02,2.223720349121825112e-05,5.191834062791186519e-03,3.076389684756548615e-01,6.812581649474423739e-03,0.000000000000000000e+00,2.354240357353670418e-02,1.489092051085418901e-03,0.000000000000000000e+00,7.254763446219131273e-02,3.342403127951362740e-02,7.399086197320711017e-03,6.874625125495116562e-02,3.532266939298682740e-01,7.308532339286451761e-04,0.000000000000000000e+00,4.693531351457182199e-02,1.600663877132473207e-03,1.149955658699854111e-01,5.197489552739356644e-02,3.724267586291774706e-02,0.000000000000000000e+00,2.888275930392423044e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.446491610780563673e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.152087395513884088e-02
1.305790634593179678e-01,0.000000000000000000e+00,5.684615085924622085e-03,4.890983264972996181e-01,1.165189593905177520e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.654760320274825690e-03,2.813276167729785327e-03,0.000000000000000000e+00,2.524351740094452623e-01,0.000000000000000000e+00,4.761367760820942562e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.466788934456691854e-02,0.000000000000000000e+00,2.214295276499759146e-04,4.501827181662326760e-01,1.170944687737740519e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.852760524102001871e-02,4.240953503269885849e-01,2.734518946122579605e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.412068096026079500e-05,0.000000000000000000e+00,1.226442600301450581e-01,0.000000000000000000e+00,6.801841454186212822e-04,4.996980382000378029e-02,0.000000000000000000e+00
