0.000000000000000000e+00,1.056550785150804084e-01,0.000000000000000000e+00,2.040834025212670266e-01
9.185445161124324021e-02,5.301441660946321598e-03,3.497873623834028001e-01,0.000000000000000000e+00
7.746864214626021650e-02,0.000000000000000000e+00,3.613937175153890402e-02,2.167113154715647749e-01
1.210404686644688671e-02,0.000000000000000000e+00,7.080389485229338087e-02,2.235618607751604092e-01
1.117278914124817703e-02,1.141322363780408466e-01,1.460496286366259611e-01,8.582873379523778268e-02
5.573272590170189611e-01,0.000000000000000000e+00,4.274337087341045782e-02,0.000000000000000000e+00
6.969120987202198983e-03,2.316230224235902579e-01,0.000000000000000000e+00,2.968699374035576807e-02
2.572040385929976192e-01,0.000000000000000000e+00,9.525480782887765785e-02,6.612077487948098131e-02
2.167641399466967433e-01,2.024180804904374825e-02,1.356009424963472709e-01,6.414146799491816930e-02
2.037268288506012201e-02,9.102313809474469122e-03,1.563884706922152174e-02,2.633000510542348183e-01
0.000000000000000000e+00,1.325588262884669181e-02,2.209470232136234169e-01,7.120243941317841441e-02
0.000000000000000000e+00,1.467308739163587089e-02,1.750951992678315416e-01,1.154894880477218277e-01
3.811365219927461551e-02,1.215716973827157404e-01,0.000000000000000000e+00,1.318635462503033318e-01
1.347163342642854721e-02,1.641118622581251296e-01,0.000000000000000000e+00,1.153891535776334354e-01
2.973856357600928452e-02,0.000000000000000000e+00,1.854881350249123345e-02,2.880494434336013931e-01
0.000000000000000000e+00,1.099751492299444050e-01,5.489081423334821186e-02,9.308985065427499705e-02
0.000000000000000000e+00,2.542860620357620949e-01,3.315604413893022493e-03,1.221961635037010878e-02
1.148536027033543183e-01,4.308900923366854735e-02,6.526902209596921467e-02,8.199593247629265169e-02
5.424444727243796227e-02,1.503912390550722900e-01,7.181733673477377899e-02,1.475551435879323900e-02
0.000000000000000000e+00,1.529464561492159536e-01,4.423958705041997758e-02,6.994884989417667065e-02
9.752929968293100674e-03,2.417714794458412572e-02,1.248253790836547639e-01,1.018400977212328418e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.072665726857481960e-01,7.108960355027232891e-02
0.000000000000000000e+00,2.847637144261920272e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.612052081583788876e-01,8.658137212747055861e-03,1.583431616351383131e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.444660740103155927e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.377112223063009788e-01,9.773855426842249783e-02,5.353445204691992948e-02,5.663110712788792245e-02
3.671468205887585406e-03,9.631621720679169052e-02,5.152509997606014719e-02,1.207806696468100710e-01
5.048122174486680686e-03,0.000000000000000000e+00,1.559871125197010988e-01,1.471090751172772770e-01
0.000000000000000000e+00,2.224835190092597226e-01,4.689254074090638130e-02,7.438972968972068674e-03
0.000000000000000000e+00,1.713860655013179635e-01,8.388559930869940451e-02,3.048877393358218751e-02
1.548860952785302385e-02,2.169060367563989955e-01,0.000000000000000000e+00,5.090652838058635360e-02
4.225820230902667396e-02,1.266358700564927664e-01,3.161822706138742861e-02,7.256196695996536272e-02
0.000000000000000000e+00,2.997991128874020195e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.017383395422748582e-01,1.027596199635098274e-02
1.106948369981406860e-01,0.000000000000000000e+00,2.017748566171915225e-01,3.261793283135142746e-02
