mac276	l	0.33,0.33,1,0,0,0,0.58,0.25,0.33,0,0.58,0.42,0.25,0,0.33,0,0.25,0.58,0.25,0,0,0,0.42,0.25,0.58,0.33,0,0.25,0.25,0.25
mad205	l	1,0.61,0.82,0.82,0.25,0.14,0.57,0.57,0.59,0.43,0.57,0.23,0.25,0.16,0.23,0.36,0.34,0.25,0.32,0.25,0.11,0.07,0.41,0.41,0.2,0.23,0.05,0.09,0.25,0.23
mhr19	h	1,0.48,0.59,0.28,0.52,0.21,0.41,0.55,0.17,0.28,0.48,0.38,0.52,0.24,0.14,0.21,0.17,0.07,0.48,0.03,0.1,0.31,0.38,0.1,0.03,0.17,0.14,0.24,0.1,0.48
mjd78	h	1,0.73,0.33,0.48,0.22,0.14,0.12,0.17,0.12,0.39,0.09,0.11,0.12,0.34,0.19,0.31,0.09,0.08,0.05,0.16,0.08,0.06,0,0.06,0.05,0.03,0.03,0.05,0.05,0.03
mjf68	h	0.05,0.05,1,0,0,0,1,0.43,0.33,0,0.52,0.33,0.33,0.05,0,0,0.14,0.52,0.38,0,0.19,0,0.52,0.52,0.24,0.33,0,0.14,0.33,0.33
mjg82	l	1,0.72,0.58,0.32,0.24,0.16,0.14,0.22,0.12,0.28,0.18,0.54,0.2,0.2,0.34,0.22,0.1,0.24,0.04,0.1,0.22,0.06,0,0.08,0.1,0.04,0.06,0.16,0.08,0.02
mjm248	m	0.27,0.18,0.84,0.04,0.04,0.04,0.45,0.16,0.2,0.02,0.29,1,0.11,0.02,0.18,0,0.07,0.22,0.13,0.02,0.38,0,0.16,0.18,0.18,0.09,0,0.31,0.11,0.07
mjs187	m	1,0.3,0.33,0.07,0.67,0.27,0.1,0.23,0.07,0.03,0.2,0.1,0.23,0.03,0.2,0.03,0.07,0.1,0.17,0.03,0.07,0.37,0.1,0.03,0.1,0.07,0.13,0.03,0.03,0.17
mlk93	l	1,0.65,0.55,0.05,0.35,0.35,0.15,0.2,0.75,0,0.1,0.55,0.15,0.15,0.35,0,0.65,0.2,0.1,0.05,0.3,0,0.05,0.2,0.2,0.55,0,0.3,0.2,0.1
nrg14	m	0.19,0.19,1,0.11,0,0,0.96,0.63,0.22,0.11,0.44,0.85,0.52,0.04,0,0.07,0.11,0.59,0.48,0.04,0.44,0,0.44,0.19,0.48,0.15,0,0.22,0.11,0.37
pjs52	h	1,0.54,0.16,0.37,0.42,0.34,0,0.08,0.09,0.29,0.06,0.06,0.06,0.13,0.15,0.11,0.06,0.03,0,0.23,0.05,0.08,0,0.06,0.01,0.01,0.06,0.04,0.05,0
pmp27	h	1,0.37,0.21,0.16,0.56,0.27,0.03,0.09,0.08,0.08,0.07,0.17,0.07,0.14,0.15,0.07,0.05,0.07,0,0.07,0.07,0.25,0.01,0.07,0.05,0.01,0.09,0.05,0.05,0
qim8	m	1,0.83,0.78,1,0.11,0.11,0.61,0.83,1,0.5,0.33,0.39,0.78,0.33,0.11,0.67,0.61,0.33,0.5,0.22,0.11,0,0.22,0.44,0.33,0.56,0,0,0.33,0.44
rde8	h	1,0.67,0.89,0.56,0.28,0.28,0.56,0.11,0.17,0.44,0.33,0.28,0.11,0.22,0.22,0.28,0.17,0.17,0.11,0.28,0.28,0,0.22,0,0.17,0.06,0,0.17,0,0.11
rdp23	h	0.22,0.16,1,0.16,0.03,0.03,1,0.44,0.38,0.09,0.56,0.53,0.31,0.09,0,0.06,0.34,0.28,0.38,0.03,0.25,0,0.56,0.25,0.19,0.34,0,0.25,0.16,0.25
res106	m	1,0.34,0.23,0.24,0.57,0.2,0.04,0.06,0.05,0.11,0.05,0.12,0.04,0.13,0.16,0.09,0.02,0.07,0.01,0.1,0.09,0.33,0.03,0.06,0.03,0.02,0.1,0.04,0.04,0.01
rhl10	l	1,0.55,0.24,0.41,0.41,0.21,0.07,0.1,0.21,0.31,0.07,0.03,0.1,0.31,0.17,0.31,0.21,0.21,0.07,0.07,0,0.17,0,0,0.21,0.1,0.1,0,0,0.07
ril13	m	0.08,0.08,1,0.04,0,0,0.96,0.62,0.62,0.04,0.65,0.46,0.46,0.04,0,0,0.42,0.77,0.58,0.04,0.12,0,0.65,0.77,0.58,0.62,0,0.15,0.42,0.42
rjm105	m	0.2,0.2,0.8,0,0,0,0.8,1,0.6,0,0.8,0.2,0.8,0,0,0,0.6,0,0.8,0,0,0,0.8,0,0,0.6,0,0.2,0,0.6
rkh9	h	0,0,1,0.08,0,0,1,0.17,0.33,0.08,0.58,0.5,0.17,0,0,0.08,0.33,0.25,0.17,0,0.25,0,0.58,0,0.17,0.33,0,0.33,0,0.17
rsb45	m	0.23,0.15,1,0,0.08,0.08,0.85,0.62,0.23,0,0.77,0.23,0.54,0,0.15,0,0.08,0.38,0.62,0,0,0,0.77,0.31,0.38,0.23,0,0.08,0.23,0.54
rwm27	h	0.09,0.09,1,0.09,0,0,1,0.27,0.64,0.09,0.55,0.45,0.18,0.09,0,0.09,0.55,0.18,0.27,0,0.27,0,0.55,0.18,0.18,0.64,0,0.36,0.18,0.18
saa128	h	0,0,0.11,0.11,0,0,0.11,0.33,1,0,0.11,0,0.11,0,0,0.11,0.89,0,0.22,0,0,0,0.11,0.22,0,0.78,0,0,0.22,0.11
sbb28	l	1,0.38,0.22,0.27,0.54,0.28,0.02,0.09,0.1,0.13,0.04,0.12,0.07,0.08,0.18,0.06,0.06,0.07,0,0.15,0.07,0.23,0,0.1,0.05,0.01,0.12,0.04,0.06,0
sjt27	h	0,0,1,0.17,0,0,1,0.5,0.17,0.17,0.17,0.67,0.5,0,0,0.17,0.17,0.5,0.5,0,0.5,0,0.17,0,0.5,0.17,0,0.5,0,0.5
skm37	h	0.62,0.62,1,0.5,0,0,0.88,0,0.38,0.38,0.75,0.12,0,0.12,0.12,0.12,0.38,0.38,0,0.38,0.12,0,0.62,0.12,0.38,0.25,0,0.12,0.12,0
skw17	h	0.25,0.25,1,0,0,0,1,0.75,1,0,0.75,0.5,0.75,0.25,0,0,1,0.25,0.75,0,0.25,0,0.75,0,0.25,1,0,0.25,0,0.75
snb39	m	1,0.39,0.18,0.21,0.55,0.25,0.03,0.04,0.04,0.11,0.05,0.16,0.03,0.18,0.15,0.07,0.03,0.08,0.01,0.1,0.08,0.28,0.01,0.04,0.04,0.01,0.13,0.05,0.03,0.01
sws19	h	0,0,0.5,0.5,0,0,0.5,1,1,0,0,0.5,1,0,0,0.5,1,0,1,0,0.5,0,0,0.5,0,1,0,0.5,0.5,1
tar57	m	0.38,0.25,1,0.12,0.12,0.12,0.62,0.75,0.5,0.12,0.62,0.38,0.75,0,0.25,0.12,0.5,0.25,0.75,0,0.12,0,0.38,0.25,0.12,0.5,0,0.12,0.12,0.75
tjg49	m	1,0.17,0.05,0.15,0.78,0.17,0.01,0.01,0.02,0.08,0.02,0.06,0.01,0.05,0.04,0,0.02,0.03,0,0.11,0.02,0.57,0,0.01,0.01,0,0.12,0.02,0.01,0
tol16	m	0.25,0.25,0,0.5,0,0,0,0.25,1,0.5,0,0,0.25,0.25,0,0.5,1,0,0.25,0,0,0,0,0,0,1,0,0,0,0.25
wag7	l	0.08,0.08,0.83,0,0,0,0.83,1,0.92,0,0.58,0.42,0.5,0,0,0,0.67,0.42,0.92,0,0.08,0,0.58,1,0.25,0.83,0,0.25,0.83,0.42
wli1	m	0.83,0.67,0.92,0.17,0.17,0.08,0.67,0.75,0.17,0,0.33,1,0.58,0.17,0.25,0.08,0.17,0.33,0.33,0.08,0.42,0.08,0.08,0.25,0.25,0.17,0.08,0.42,0.25,0.33
wsh5	l	0.75,0.75,0.5,0,0,0,0,0.5,0.5,0,0.25,1,0.25,0,0.5,0,0.25,0.5,0.25,0,0.25,0,0,0.5,0.25,0,0,0.25,0.5,0.25
yaz44	h	0.27,0.27,1,0,0,0,0.93,0.2,0.33,0,0.67,0.53,0.13,0.27,0,0,0.27,0.2,0.2,0,0.13,0,0.6,0.13,0.13,0.33,0,0.13,0.13,0.13
