dsa24	0	h	1.0,0.4883720930232558,0.37209302325581395,0.23255813953488372,0.4883720930232558,0.27906976744186046,0.06976744186046512,0.23255813953488372,0.3023255813953488,0.0,0.18604651162790697,0.11627906976744186,0.20930232558139536,0.0,0.27906976744186046,0.20930232558139536,0.2558139534883721,0.11627906976744186,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.20930232558139536,0.046511627906976744,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.13953488372093023,0.06976744186046512,0.046511627906976744,0.023255813953488372
saa128	1	l	0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.1111111111111111
jhb32	0	l	1.0,0.4782608695652174,0.5652173913043478,0.45652173913043476,0.41304347826086957,0.17391304347826086,0.1956521739130435,0.2391304347826087,0.6304347826086957,0.21739130434782608,0.08695652173913043,0.5434782608695652,0.17391304347826086,0.10869565217391304,0.2391304347826087,0.1956521739130435,0.2826086956521739,0.1956521739130435,0.10869565217391304,0.17391304347826086,0.21739130434782608,0.21739130434782608,0.021739130434782608,0.5,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.2391304347826087,0.2608695652173913,0.10869565217391304
snb39	0	m	1.0,0.39275766016713093,0.18384401114206128,0.2116991643454039,0.5487465181058496,0.25069637883008355,0.025069637883008356,0.036211699164345405,0.04456824512534819,0.11420612813370473,0.05013927576601671,0.15877437325905291,0.03064066852367688,0.17827298050139276,0.15041782729805014,0.07242339832869081,0.025069637883008356,0.07799442896935933,0.008356545961002786,0.10027855153203342,0.08356545961002786,0.2757660167130919,0.008356545961002786,0.04456824512534819,0.036211699164345405,0.011142061281337047,0.12534818941504178,0.04735376044568245,0.03064066852367688,0.008356545961002786
nrg14	1	l	0.18518518518518517,0.18518518518518517,1.0,0.1111111111111111,0.0,0.0,0.9629629629629629,0.6296296296296297,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.8518518518518519,0.5185185185185185,0.037037037037037035,0.0,0.07407407407407407,0.1111111111111111,0.5925925925925926,0.48148148148148145,0.037037037037037035,0.4444444444444444,0.0,0.4444444444444444,0.18518518518518517,0.48148148148148145,0.14814814814814814,0.0,0.2222222222222222,0.1111111111111111,0.37037037037037035
pmp27	0	l	1.0,0.36666666666666664,0.21333333333333335,0.16,0.56,0.2733333333333333,0.02666666666666667,0.09333333333333334,0.08,0.08,0.07333333333333333,0.17333333333333334,0.07333333333333333,0.14,0.14666666666666667,0.06666666666666667,0.04666666666666667,0.06666666666666667,0.0,0.07333333333333333,0.06666666666666667,0.25333333333333335,0.006666666666666667,0.07333333333333333,0.04666666666666667,0.013333333333333334,0.08666666666666667,0.04666666666666667,0.05333333333333334,0.0
rdp23	1	l	0.21875,0.15625,1.0,0.15625,0.03125,0.03125,1.0,0.4375,0.375,0.09375,0.5625,0.53125,0.3125,0.09375,0.0,0.0625,0.34375,0.28125,0.375,0.03125,0.25,0.0,0.5625,0.25,0.1875,0.34375,0.0,0.25,0.15625,0.25
mjm248	1	l	0.2727272727272727,0.18181818181818182,0.8363636363636363,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.45454545454545453,0.16363636363636364,0.2,0.01818181818181818,0.2909090909090909,1.0,0.10909090909090909,0.01818181818181818,0.18181818181818182,0.0,0.07272727272727272,0.21818181818181817,0.12727272727272726,0.01818181818181818,0.38181818181818183,0.0,0.16363636363636364,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.3090909090909091,0.10909090909090909,0.07272727272727272
ams396	1	l	0.6666666666666666,0.5833333333333334,1.0,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.75,0.5,0.0,0.5,0.6666666666666666,0.5,0.0,0.25,0.0,0.4166666666666667,0.5,0.4166666666666667,0.0,0.25,0.0,0.4166666666666667,0.5833333333333334,0.25,0.4166666666666667,0.0,0.3333333333333333,0.5,0.16666666666666666
jmk195	0	m	1.0,0.29044117647058826,0.1948529411764706,0.08455882352941177,0.6544117647058824,0.2426470588235294,0.007352941176470588,0.0661764705882353,0.04779411764705882,0.04044117647058824,0.0625,0.15073529411764705,0.04779411764705882,0.0661764705882353,0.17279411764705882,0.003676470588235294,0.01838235294117647,0.025735294117647058,0.003676470588235294,0.05514705882352941,0.051470588235294115,0.3860294117647059,0.0,0.03676470588235294,0.01838235294117647,0.0,0.19852941176470587,0.04411764705882353,0.022058823529411766,0.0
