dsa24	0	h	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.03,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.02,0.01,0.0,0.0,0.01,0.03,0.01,0.01,0.19,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.09
saa128	1	l	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jhb32	0	l	0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.02,0.0,0.05,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.03,0.0,0.0,0.01,0.03,0.03,0.01,0.02,0.02,0.01,0.0,0.0,0.07,0.01,0.01,0.03,0.0,0.02,0.01,0.01,0.0,0.07,0.01,0.0,0.04,0.01,0.01,0.01,0.01,0.03,0.0,0.13,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.06
snb39	0	m	0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.11,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.19,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.05,0.0,0.02,0.01,0.0,0.03,0.08
nrg14	1	l	0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.03,0.06,0.0,0.05,0.0,0.01,0.02,0.07,0.15,0.0,0.0,0.0,0.0,0.01,0.02,0.13,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03
pmp27	0	l	0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.02,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.03,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.19,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.02,0.01,0.01,0.03,0.07
rdp23	1	l	0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.04,0.0,0.03,0.0,0.01,0.01,0.04,0.16,0.01,0.0,0.0,0.0,0.01,0.01,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.16,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.04,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03
mjm248	1	l	0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.06,0.01,0.01,0.03,0.05,0.06,0.02,0.03,0.0,0.0,0.02,0.01,0.13,0.0,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.11,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.04,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
ams396	1	l	0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.01,0.03,0.08,0.01,0.01,0.0,0.0,0.0,0.01,0.08,0.01,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.04,0.05,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
jmk195	0	m	0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.04,0.01,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.01,0.0,0.02,0.01,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.01,0.0,0.18,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.07,0.01,0.01,0.0,0.0,0.01,0.05
atg23	0	m	0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.05,0.0,0.02,0.0,0.02,0.02,0.02,0.15,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1
jaw154	0	l	0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.05,0.03,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.05
tjg49	0	l	0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.22,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.13,0.0,0.01,0.0,0.0,0.01,0.04
mac276	1	h	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.0,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.03,0.17,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.04,0.07,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
hwf2	1	l	0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.04,0.0,0.01,0.02,0.07,0.12,0.01,0.0,0.0,0.0,0.01,0.02,0.11,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
mhr19	0	l	0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.02,0.01,0.0,0.03,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03,0.05,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.0,0.03,0.06
rwm27	1	l	0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
mlk93	0	h	0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.03,0.0,0.05,0.01,0.0,0.0,0.0,0.05,0.0,0.01,0.03,0.02,0.01,0.0,0.02,0.01,0.0,0.0,0.04,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.07,0.03,0.0,0.05,0.0,0.02,0.0,0.02,0.01,0.07,0.0,0.01,0.01,0.0,0.0,0.01,0.03,0.04,0.01,0.13,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.02,0.08
kko4	1	m	0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.04,0.0,0.0,0.01,0.07,0.15,0.01,0.0,0.0,0.0,0.01,0.02,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mjd78	0	l	0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.01,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.04,0.0,0.0,0.01,0.0,0.0,0.07,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.01,0.0,0.2,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.07,0.15
sws19	1	l	0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rkh9	1	l	0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.03,0.0,0.0,0.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skm37	1	m	0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1
ril13	1	h	0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.03,0.0,0.0,0.01,0.02,0.19,0.01,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.19,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
skw17	1	m	0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
kan63	0	h	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
sjt27	1	l	0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrw98	0	m	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.01,0.01,0.01,0.0,0.05,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.03,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.19,0.01,0.0,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.02,0.02,0.0,0.06,0.11
jme42	0	l	0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.04,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.03,0.0,0.01,0.02,0.04,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.09,0.0,0.02,0.0,0.0,0.0,0.01,0.02,0.02,0.03,0.14,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.09
teh26	0	l	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.33
bpc20	0	h	0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.08,0.0,0.01,0.0,0.0,0.05,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.03,0.0,0.0,0.01,0.01,0.0,0.05,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.0,0.04,0.11
jdh99	0	h	0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.0,0.0,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.11,0.0,0.01,0.05,0.01,0.0,0.0,0.02,0.01,0.01,0.12,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.05,0.02,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.05
