dsa24	0	16,43,21,8,3,0,5,21,12,3,12,2,3,0,0,9,7,6,6,2,1,5,2,1,1,2,0,0,1,4
saa128	1	1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhb32	0	26,46,22,4,9,5,25,19,8,11,11,1,10,3,1,10,3,1,2,5,2,6,15,9,6,6,3,1,1,1
snb39	0	66,359,141,18,9,64,57,197,90,17,54,3,30,23,39,99,34,15,45,7,5,13,23,16,7,23,7,15,1,17
nrg14	1	27,5,5,12,26,1,23,0,0,6,0,12,12,1,0,0,0,0,0,3,11,0,0,9,2,0,5,0,3,0
pmp27	0	32,150,55,11,4,21,26,84,41,7,22,1,10,5,15,38,14,8,13,2,1,5,19,11,3,7,5,10,0,3
rdp23	1	32,7,5,18,32,3,17,1,1,8,0,18,8,3,0,0,0,0,0,5,8,0,2,5,2,0,2,0,5,0
mjm248	1	46,15,10,16,25,1,55,2,2,17,10,9,21,1,0,0,2,3,0,6,10,5,15,28,10,6,12,0,3,0
ams396	1	12,8,7,6,8,0,8,1,1,4,3,5,3,0,0,0,1,0,0,2,1,2,1,3,2,2,1,0,0,0
jmk195	0	53,272,79,17,2,18,41,178,66,12,47,0,14,0,18,105,40,15,54,3,1,6,23,24,7,13,9,3,0,34
atg23	0	4,9,6,1,1,2,5,2,1,1,2,1,0,2,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0
jaw154	0	3,4,2,2,2,0,3,2,1,2,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
tjg49	0	6,114,19,2,1,6,7,89,19,2,5,0,2,0,6,65,5,2,14,2,0,0,5,1,0,2,0,1,0,4
mac276	1	12,4,4,7,7,0,5,0,0,3,4,5,0,0,0,0,0,2,0,0,0,4,1,2,1,0,0,0,0,0
hwf2	1	14,3,3,6,14,3,12,0,0,6,0,6,8,3,0,0,0,0,0,4,8,0,0,4,2,0,2,0,4,0
mhr19	0	17,29,14,14,12,7,11,15,6,7,4,11,3,5,2,9,3,2,4,1,1,1,2,3,3,2,2,1,1,2
rwm27	1	11,1,1,6,11,1,5,0,0,4,0,6,3,1,0,0,0,0,0,2,3,0,0,1,1,0,1,0,2,0
mlk93	0	11,20,13,2,3,3,11,7,7,6,7,1,6,2,1,0,5,1,0,2,1,2,1,3,3,4,3,1,0,0
kko4	1	12,0,0,4,12,0,10,0,0,6,0,4,6,0,0,0,0,0,0,4,6,0,0,3,2,0,2,0,4,0
mjd78	0	21,64,47,6,8,22,7,14,9,3,12,0,5,19,3,4,3,5,2,3,3,7,7,1,0,2,1,2,2,0
sws19	1	1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
rkh9	1	12,0,0,7,12,0,6,0,0,4,0,7,3,0,0,0,0,0,0,2,3,0,0,2,2,0,1,0,2,0
skm37	1	8,5,5,6,7,1,1,0,0,1,1,5,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
ril13	1	26,2,2,17,25,1,12,0,0,4,0,17,3,1,0,0,0,0,0,1,3,0,0,4,2,0,1,0,1,0
skw17	1	4,1,1,3,4,1,2,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
kan63	0	2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
sjt27	1	6,0,0,1,6,0,4,0,0,3,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0
jrw98	0	14,63,37,8,6,19,9,25,16,5,8,4,3,11,7,9,6,4,5,3,1,2,4,4,2,2,0,6,1,4
jme42	0	9,13,9,6,4,0,4,4,4,2,5,3,2,0,0,0,2,3,0,1,0,3,0,2,1,2,1,0,0,0
teh26	0	0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bpc20	0	15,61,32,5,3,12,8,23,14,0,9,1,5,6,6,7,3,3,4,0,1,6,6,2,0,3,2,4,0,0
jdh99	0	16,17,8,7,7,3,10,7,4,2,5,2,3,1,2,1,3,3,0,0,2,2,7,2,1,1,0,1,0,1
wli1	1	11,10,8,4,8,2,12,2,1,5,3,1,5,2,0,1,0,3,1,0,5,3,0,5,4,0,3,0,0,0
jum48	1	5,3,3,3,4,0,5,0,0,2,1,3,1,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,1,0
doc23	0	2,4,4,2,1,3,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
aag45	0	22,52,30,8,7,8,15,19,9,5,11,4,5,5,3,8,3,4,4,2,1,7,5,6,2,2,1,2,0,0
wag7	1	10,1,1,7,10,0,5,0,0,3,0,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
rde8	0	16,18,12,6,10,4,5,5,5,3,4,4,5,3,1,0,2,2,0,3,3,2,3,0,0,0,0,1,2,0
kbs29	0	6,51,24,3,2,10,1,23,8,0,4,0,1,7,3,13,1,3,6,0,1,3,1,0,0,0,0,2,0,1
dkd15	1	1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
mjg82	0	29,50,36,9,7,10,27,12,8,8,17,0,11,9,1,3,6,8,3,3,3,10,12,13,4,5,5,1,0,1
tar57	1	8,3,2,5,5,0,3,1,1,1,2,3,1,0,0,0,1,2,0,1,1,1,1,1,0,0,0,0,1,0
koj1	0	0,5,3,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clk93	0	27,69,42,8,8,13,9,24,17,4,17,3,5,8,5,6,8,4,5,2,3,8,8,3,2,2,2,5,1,3
mjf68	1	21,1,1,11,21,1,7,0,0,3,0,11,4,1,0,0,0,0,0,1,4,0,0,3,2,0,2,0,1,0
res106	0	45,198,67,10,8,26,23,113,39,7,32,5,17,19,6,65,28,5,20,5,2,0,17,4,2,14,3,6,2,18
wsh5	0	2,3,3,1,0,0,4,0,0,1,2,0,1,0,0,0,0,1,0,1,0,2,0,2,0,1,0,0,0,0
jah208	0	12,17,5,6,7,0,10,6,1,3,3,6,5,0,0,3,1,0,1,2,1,2,4,4,1,2,2,0,0,1
mad205	0	36,44,27,25,25,7,10,11,6,4,10,18,5,5,1,3,4,7,2,2,4,6,9,2,0,1,1,1,2,2
rhl10	0	7,29,16,2,2,9,1,12,6,0,5,0,0,5,4,5,2,2,3,0,0,3,1,0,0,0,0,3,0,2
kdd28	0	3,9,4,2,2,3,0,4,1,0,1,2,0,2,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0
ams404	1	26,0,0,13,25,0,27,0,0,10,0,12,11,0,0,0,0,0,0,6,11,0,0,14,3,0,4,0,6,0
jlc201	0	23,166,67,2,0,31,25,93,43,10,22,0,11,11,19,47,10,2,28,6,0,10,8,4,0,11,2,1,0,9
qim8	0	14,18,15,6,11,6,7,2,2,0,2,4,2,5,1,0,0,2,0,0,2,2,3,2,0,0,1,1,0,0
cac189	1	5,0,0,4,5,0,1,0,0,1,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
brs112	0	9,65,42,5,3,20,7,22,15,1,6,1,0,11,9,6,3,4,5,0,0,3,3,5,1,0,0,4,0,0
alh133	0	42,75,43,17,27,19,30,26,12,9,14,13,10,13,6,13,2,4,6,4,5,10,8,12,3,4,4,3,2,2
anv35	1	26,7,6,16,24,1,10,1,1,4,2,15,4,1,0,0,0,1,0,2,4,2,2,3,1,0,1,0,2,0
inf4	1	35,2,2,14,35,1,34,0,0,11,0,14,15,1,0,0,0,0,0,7,15,0,1,16,4,0,5,0,7,0
jdh98	0	14,157,49,4,1,8,7,101,34,2,13,0,4,2,6,65,9,4,23,1,1,2,11,1,0,3,1,1,0,4
pjs52	0	13,79,43,5,0,10,5,33,27,3,12,0,4,2,8,6,9,4,5,2,0,1,4,1,1,4,1,7,0,2
egm18	1	22,1,1,9,20,0,19,0,0,4,1,8,7,0,0,0,0,1,0,2,6,1,0,10,2,0,2,0,2,0
jhg10	1	18,0,0,8,18,0,12,0,0,7,0,8,9,0,0,0,0,0,0,6,9,0,0,3,1,0,2,0,6,0
jdh73	0	9,9,6,4,5,3,5,2,2,5,3,1,1,1,2,0,0,2,0,1,1,2,5,0,0,0,0,2,1,0
kav33	0	7,81,22,2,0,6,3,55,15,2,7,0,2,3,3,38,6,2,7,1,0,0,2,0,0,2,0,2,0,2
kmh117	1	24,15,10,10,13,1,29,3,3,7,6,6,8,0,1,0,0,2,0,1,3,4,8,18,6,3,5,1,1,0
djp60	1	3,0,0,2,3,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ryc17	1	0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tol16	0	0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yaz44	1	15,4,4,10,14,4,8,0,0,2,0,9,2,4,0,0,0,0,0,1,2,0,2,5,1,0,1,0,1,0
bjs49	0	24,112,47,9,4,17,10,63,25,5,20,1,4,8,9,37,13,8,12,3,0,6,3,4,2,4,1,3,0,5
fek10	1	2,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chg57	0	30,28,21,18,17,11,13,6,4,5,8,12,4,9,2,2,2,2,2,1,2,5,10,4,1,2,2,2,1,2
art47	1	9,4,4,1,7,2,3,0,0,2,2,1,3,2,0,0,0,0,0,2,2,2,1,0,0,1,0,0,2,0
jky3	1	24,15,8,12,19,3,14,6,4,6,3,11,8,2,1,2,2,1,2,4,5,0,2,3,1,1,2,0,1,0
ket38	1	6,5,5,3,3,0,3,0,0,3,3,1,3,0,0,0,0,2,0,3,2,3,0,0,0,1,0,0,2,0
abr26	0	8,12,4,6,5,0,3,7,3,1,2,5,1,0,0,4,2,1,1,0,0,0,3,2,1,1,1,0,0,1
mjs187	0	10,30,9,6,3,1,3,20,8,1,6,3,2,0,1,11,6,2,4,0,0,0,1,1,1,2,1,0,0,2
rjm105	1	4,1,1,4,4,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avn10	0	1,36,21,0,0,5,0,14,7,0,1,0,0,0,5,7,1,0,3,0,0,0,1,0,0,0,0,3,0,1
jam267	1	1,1,1,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ang92	1	2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmt51	0	12,20,12,2,6,0,11,7,6,5,6,1,4,0,0,1,2,1,1,2,3,3,1,5,3,1,2,0,1,0
sbb28	0	42,188,72,8,3,15,23,101,53,7,33,0,13,2,12,43,21,6,23,5,2,6,28,4,1,9,3,6,1,12
rsb45	1	13,3,2,10,11,0,3,1,1,1,2,10,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0
drr38	1	1,1,1,0,1,0,5,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0
