dsa24	0	43,21,16,10,21,12,3,10,13,0,8,5,9,0,12,9,11,5,1,1,3,9,2,2,5,2,6,3,2,1
saa128	1	0,0,1,1,0,0,1,3,9,0,1,0,1,0,0,1,8,0,2,0,0,0,1,2,0,7,0,0,2,1
jhb32	0	46,22,26,21,19,8,9,11,29,10,4,25,8,5,11,9,13,9,5,8,10,10,1,23,4,3,2,11,12,5
snb39	0	359,141,66,76,197,90,9,13,16,41,18,57,11,64,54,26,9,28,3,36,30,99,3,16,13,4,45,17,11,3
nrg14	1	5,5,27,3,0,0,26,17,6,3,12,23,14,1,0,2,3,16,13,1,12,0,12,5,13,4,0,6,3,10
pmp27	0	150,55,32,24,84,41,4,14,12,12,11,26,11,21,22,10,7,10,0,11,10,38,1,11,7,2,13,7,8,0
rdp23	1	7,5,32,5,1,1,32,14,12,3,18,17,10,3,0,2,11,9,12,1,8,0,18,8,6,11,0,8,5,8
mjm248	1	15,10,46,2,2,2,25,9,11,1,16,55,6,1,10,0,4,12,7,1,21,0,9,10,10,5,0,17,6,4
ams396	1	8,7,12,0,1,1,8,9,6,0,6,8,6,0,3,0,5,6,5,0,3,0,5,7,3,5,0,4,6,2
jmk195	0	272,79,53,23,178,66,2,18,13,11,17,41,13,18,47,1,5,7,1,15,14,105,0,10,5,0,54,12,6,0
atg23	0	9,6,4,7,2,1,1,3,5,5,1,5,3,2,2,3,3,2,2,3,0,0,1,1,1,3,0,1,1,2
jaw154	0	4,2,3,0,2,1,2,3,2,0,2,3,3,0,1,0,1,0,2,0,1,1,1,1,0,2,1,2,1,2
tjg49	0	114,19,6,17,89,19,1,1,2,9,2,7,1,6,5,0,2,3,0,13,2,65,0,1,1,0,14,2,1,0
mac276	1	4,4,12,0,0,0,7,3,4,0,7,5,3,0,4,0,3,7,3,0,0,0,5,3,7,4,0,3,3,3
hwf2	1	3,3,14,0,0,0,14,1,3,0,6,12,1,3,0,0,3,3,1,0,8,0,6,1,2,3,0,6,1,1
mhr19	0	29,14,17,8,15,6,12,16,5,8,14,11,15,7,4,6,5,2,14,1,3,9,11,3,1,5,4,7,3,14
rwm27	1	1,1,11,1,0,0,11,3,7,1,6,5,2,1,0,1,6,2,3,0,3,0,6,2,2,7,0,4,2,2
mlk93	0	20,13,11,1,7,7,3,4,15,0,2,11,3,3,7,0,13,4,2,1,6,0,1,4,4,11,0,6,4,2
kko4	1	0,0,12,0,0,0,12,10,15,0,4,10,7,0,0,0,9,3,9,0,6,0,4,13,3,15,0,6,9,7
mjd78	0	64,47,21,31,14,9,8,11,8,25,6,7,8,22,12,20,6,5,3,10,5,4,0,4,3,2,2,3,3,2
sws19	1	0,0,1,1,0,0,1,2,2,0,0,1,2,0,0,1,2,0,2,0,1,0,0,1,0,2,0,1,1,2
rkh9	1	0,0,12,1,0,0,12,2,4,1,7,6,2,0,0,1,4,3,2,0,3,0,7,0,2,4,0,4,0,2
skm37	1	5,5,8,4,0,0,7,0,3,3,6,1,0,1,1,1,3,3,0,3,1,0,5,1,3,2,0,1,1,0
ril13	1	2,2,26,1,0,0,25,16,16,1,17,12,12,1,0,0,11,20,15,1,3,0,17,20,15,16,0,4,11,11
skw17	1	1,1,4,0,0,0,4,3,4,0,3,2,3,1,0,0,4,1,3,0,1,0,3,0,1,4,0,1,0,3
kan63	0	2,2,2,1,0,0,0,1,2,1,2,0,1,0,2,1,2,0,1,0,0,0,0,0,0,2,0,0,0,1
sjt27	1	0,0,6,1,0,0,6,3,1,1,1,4,3,0,0,1,1,3,3,0,3,0,1,0,3,1,0,3,0,3
jrw98	0	63,37,14,18,25,16,6,8,8,15,8,9,5,19,8,9,4,4,3,6,3,9,4,4,4,3,5,5,3,3
jme42	0	13,9,9,3,4,4,4,8,6,1,6,4,8,0,5,3,6,1,4,0,2,0,3,1,0,2,0,2,1,4
teh26	0	2,2,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bpc20	0	61,32,15,37,23,14,3,4,7,26,5,8,2,12,9,20,4,3,2,15,5,7,1,5,1,2,4,0,4,1
jdh99	0	17,8,16,6,7,4,7,7,13,4,7,10,5,3,5,4,5,10,6,1,3,1,2,17,4,5,0,2,9,4
wli1	1	10,8,11,2,2,1,8,9,2,0,4,12,7,2,3,1,2,4,4,1,5,1,1,3,3,2,1,5,3,4
jum48	1	3,3,5,2,0,0,4,3,6,0,3,5,2,0,1,0,4,0,2,1,1,0,3,7,0,3,0,2,4,2
doc23	0	4,4,2,3,0,0,1,3,2,3,2,0,3,3,1,3,2,3,3,0,0,0,1,3,2,2,0,0,2,3
aag45	0	52,30,22,22,19,9,7,16,14,13,8,15,14,8,11,12,7,12,5,7,5,8,4,18,7,8,4,5,10,4
wag7	1	1,1,10,0,0,0,10,12,11,0,7,5,6,0,0,0,8,5,11,0,1,0,7,12,3,10,0,3,10,5
rde8	0	18,12,16,10,5,5,10,2,3,8,6,5,2,4,4,5,3,3,2,5,5,0,4,0,3,1,0,3,0,2
kbs29	0	51,24,6,30,23,8,2,7,7,21,3,1,4,10,4,20,6,3,0,7,1,13,0,3,3,1,6,0,2,0
dkd15	1	0,0,1,0,0,0,1,2,1,0,0,1,2,0,0,0,1,1,2,0,1,0,0,3,1,1,0,1,1,2
mjg82	0	50,36,29,16,12,8,7,11,6,14,9,27,10,10,17,11,5,12,2,5,11,3,0,4,5,2,3,8,4,1
tar57	1	3,2,8,1,1,1,5,6,4,1,5,3,6,0,2,1,4,2,6,0,1,0,3,2,1,4,0,1,1,6
koj1	0	5,3,0,1,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
clk93	0	69,42,27,26,24,17,8,20,11,18,8,9,13,13,17,15,8,10,8,7,5,6,3,14,9,4,5,4,11,5
mjf68	1	1,1,21,0,0,0,21,9,7,0,11,7,7,1,0,0,3,11,8,0,4,0,11,11,5,7,0,3,7,7
res106	0	198,67,45,47,113,39,8,11,10,22,10,23,7,26,32,18,4,13,1,19,17,65,5,12,6,3,20,7,8,1
wsh5	0	3,3,2,0,0,0,0,2,2,0,1,4,1,0,2,0,1,2,1,0,1,0,0,2,1,0,0,1,2,1
jah208	0	17,5,12,30,6,1,7,4,16,11,6,10,2,0,3,18,9,4,3,8,5,3,6,7,3,5,1,3,5,1
mad205	0	44,27,36,36,11,6,25,25,26,19,25,10,11,7,10,16,15,11,14,11,5,3,18,18,9,10,2,4,11,10
rhl10	0	29,16,7,12,12,6,2,3,6,9,2,1,3,9,5,9,6,6,2,2,0,5,0,0,6,3,3,0,0,2
kdd28	0	9,4,3,8,4,1,2,1,8,5,2,0,0,3,1,8,8,0,0,0,0,3,2,1,0,2,1,0,1,0
ams404	1	0,0,26,0,0,0,25,14,11,0,13,27,10,0,0,0,7,10,14,0,11,0,12,14,6,11,0,10,8,10
jlc201	0	166,67,23,69,93,43,0,2,3,37,2,25,2,31,22,34,3,28,1,20,11,47,0,1,23,0,28,10,1,1
qim8	0	18,15,14,18,2,2,11,15,18,9,6,7,14,6,2,12,11,6,9,4,2,0,4,8,6,10,0,0,6,8
cac189	1	0,0,5,0,0,0,5,4,5,0,4,1,3,0,0,0,5,2,4,0,1,0,4,1,2,4,0,1,1,3
brs112	0	65,42,9,35,22,15,3,6,5,26,5,7,5,20,6,20,4,0,1,13,0,6,1,1,0,0,5,1,1,0
alh133	0	75,43,42,34,26,12,27,19,22,21,17,30,14,19,14,21,13,22,11,8,10,13,13,19,18,10,6,9,13,7
anv35	1	7,6,26,4,1,1,24,19,13,1,16,10,15,1,2,3,9,8,15,0,4,0,15,17,7,10,0,4,10,14
inf4	1	2,2,35,1,0,0,35,14,16,0,14,34,12,1,0,0,11,18,13,1,15,0,14,10,11,15,0,11,7,11
jdh98	0	157,49,14,45,101,34,1,8,18,28,4,7,7,8,13,11,8,5,0,28,4,65,0,11,4,1,23,2,3,0
pjs52	0	79,43,13,29,33,27,0,6,7,23,5,5,5,10,12,9,5,2,0,18,4,6,0,5,1,1,5,3,4,0
egm18	1	1,1,22,2,0,0,20,13,5,1,9,19,10,0,1,2,5,12,13,0,7,0,8,7,9,4,0,4,4,10
jhg10	1	0,0,18,2,0,0,18,6,4,1,8,12,6,0,0,2,4,3,6,0,9,0,8,2,2,3,0,7,1,6
jdh73	0	9,6,9,7,2,2,5,6,8,3,4,5,4,3,3,5,7,2,5,1,1,0,1,2,2,5,0,5,2,3
kav33	0	81,22,7,24,55,15,0,2,2,12,2,3,2,6,7,7,2,3,0,11,2,38,0,0,3,0,7,2,0,0
kmh117	1	15,10,24,2,3,3,13,8,11,0,10,29,5,1,6,1,7,7,3,1,8,0,6,6,4,9,0,7,5,3
djp60	1	0,0,3,0,0,0,3,7,7,0,2,2,4,0,0,0,6,1,7,0,1,0,2,6,0,7,0,0,4,4
mjf68	1	1,1,8,0,0,0,8,13,3,0,2,4,11,0,0,0,3,3,12,0,4,0,2,4,2,3,0,3,4,10
ryc17	1	0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
tol16	0	1,1,0,2,0,0,0,1,4,2,0,0,1,1,0,2,4,0,1,0,0,0,0,0,0,4,0,0,0,1
yaz44	1	4,4,15,0,0,0,14,3,5,0,10,8,2,4,0,0,4,3,3,0,2,0,9,2,2,5,0,2,2,2
bjs49	0	112,47,24,34,63,25,4,5,17,24,9,10,4,17,20,21,13,10,0,8,4,37,1,5,5,2,12,5,3,0
fek10	1	0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0
chg57	0	28,21,30,13,6,4,17,13,3,12,18,13,12,11,8,12,2,4,9,0,4,2,12,6,2,1,2,5,3,8
art47	1	4,4,9,3,0,0,7,2,0,3,1,3,2,2,2,3,0,5,2,0,3,0,1,0,5,0,0,2,0,2
jky3	1	15,8,24,1,6,4,19,17,4,0,12,14,17,3,3,0,4,8,14,1,8,2,11,3,8,2,2,6,1,14
