dsa24	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.03,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.02,0.01,0.0,0.0,0.01,0.03,0.01,0.01,0.19,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.09
saa128	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jhb32	0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.02,0.0,0.05,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.03,0.0,0.0,0.01,0.03,0.03,0.01,0.02,0.02,0.01,0.0,0.0,0.07,0.01,0.01,0.03,0.0,0.02,0.01,0.01,0.0,0.07,0.01,0.0,0.04,0.01,0.01,0.01,0.01,0.03,0.0,0.13,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.06
snb39	0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.11,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.19,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.05,0.0,0.02,0.01,0.0,0.03,0.08
nrg14	0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.03,0.06,0.0,0.05,0.0,0.01,0.02,0.07,0.15,0.0,0.0,0.0,0.0,0.01,0.02,0.13,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03
pmp27	0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.02,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.03,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.19,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.02,0.01,0.01,0.03,0.07
rdp23	0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.04,0.0,0.03,0.0,0.01,0.01,0.04,0.16,0.01,0.0,0.0,0.0,0.01,0.01,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.16,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.04,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03
mjm248	0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.06,0.01,0.01,0.03,0.05,0.06,0.02,0.03,0.0,0.0,0.02,0.01,0.13,0.0,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.11,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.04,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
ams396	0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.01,0.03,0.08,0.01,0.01,0.0,0.0,0.0,0.01,0.08,0.01,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.04,0.05,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
jmk195	0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.12,0.0,0.04,0.01,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.01,0.03,0.01,0.0,0.02,0.01,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.01,0.0,0.18,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.07,0.01,0.01,0.0,0.0,0.01,0.05
