3.84E-03	1.01E-01	2.08E-02	5.31E-02	0.00E+00	3.31E-01	1.37E-01	0.00E+00
8.42E-03	1.25E-01	0.00E+00	1.09E-03	0.00E+00	2.72E-01	5.46E-02	1.82E-01
3.47E-01	1.35E-01	2.19E-02	5.85E-02	5.52E-02	3.88E-02	3.14E-02	1.02E-01
0.00E+00	5.12E-04	0.00E+00	3.41E-02	0.00E+00	2.39E-01	5.39E-01	0.00E+00
9.67E-03	2.31E-01	5.93E-04	6.89E-03	2.14E-03	1.55E-01	0.00E+00	1.66E-01
3.84E-01	5.12E-03	6.59E-02	1.38E-02	1.20E-01	0.00E+00	0.00E+00	9.14E-02
0.00E+00	7.26E-04	2.64E-03	1.41E-02	3.19E-03	1.38E-01	1.37E-01	0.00E+00
0.00E+00	1.51E-03	0.00E+00	0.00E+00	3.71E-04	1.80E-01	1.13E-01	0.00E+00
5.14E-03	1.19E-01	1.93E-01	1.45E-03	3.46E-01	1.98E-02	2.06E-02	1.74E-01
0.00E+00	3.18E-02	0.00E+00	3.19E-01	5.34E-02	0.00E+00	4.40E-03	1.05E-01
3.49E-01	1.73E-02	3.11E-03	6.35E-03	7.98E-02	0.00E+00	0.00E+00	1.02E-01
1.53E-01	2.10E-03	1.40E-01	2.59E-02	0.00E+00	4.06E-02	1.98E-02	1.78E-02
2.01E-02	7.41E-03	2.72E-01	3.78E-02	3.46E-02	2.54E-02	8.65E-03	0.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.33E-01	6.23E-02	0.00E+00
6.79E-03	3.90E-03	2.47E-01	5.28E-04	3.42E-01	0.00E+00	0.00E+00	1.76E-01
9.39E-03	1.45E-01	0.00E+00	3.01E-03	0.00E+00	1.05E-01	0.00E+00	1.67E-01
2.49E-03	3.37E-02	0.00E+00	2.69E-01	1.32E-02	0.00E+00	0.00E+00	1.35E-02
1.24E-01	0.00E+00	7.78E-02	5.51E-02	0.00E+00	1.78E-02	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00	1.77E-02	0.00E+00	8.86E-02	3.75E-01	0.00E+00
0.00E+00	1.14E-01	4.75E-03	4.15E-02	0.00E+00	5.04E-02	3.16E-02	0.00E+00
1.38E-02	9.87E-03	1.51E-01	2.29E-05	3.22E-01	0.00E+00	0.00E+00	1.82E-01
0.00E+00	2.38E-03	0.00E+00	1.01E-02	0.00E+00	5.02E-02	9.86E-02	0.00E+00
6.94E-03	0.00E+00	1.65E-02	2.48E-02	1.23E-03	7.04E-02	4.07E-02	0.00E+00
8.30E-04	0.00E+00	0.00E+00	1.64E-03	3.16E-04	1.03E-01	1.39E-02	0.00E+00
0.00E+00	1.97E-03	0.00E+00	0.00E+00	0.00E+00	6.10E-02	8.88E-02	0.00E+00
0.00E+00	0.00E+00	0.00E+00	2.40E-01	3.41E-02	2.83E-03	7.99E-03	0.00E+00
0.00E+00	1.10E-01	1.10E-03	3.63E-02	0.00E+00	3.37E-02	2.86E-02	0.00E+00
0.00E+00	0.00E+00	0.00E+00	1.64E-01	1.66E-02	1.19E-03	3.63E-03	8.06E-03
6.13E-02	3.56E-04	5.77E-02	2.83E-02	0.00E+00	1.97E-02	1.27E-02	0.00E+00
2.66E-03	7.17E-02	1.48E-02	8.69E-03	6.30E-03	3.43E-02	2.61E-02	0.00E+00
0.00E+00	0.00E+00	0.00E+00	1.24E-03	2.78E-04	8.00E-02	6.03E-03	0.00E+00
0.00E+00	0.00E+00	0.00E+00	1.36E-01	2.48E-03	9.00E-04	2.90E-05	0.00E+00
2.84E-02	0.00E+00	2.93E-02	3.59E-02	0.00E+00	2.68E-02	2.19E-03	0.00E+00
3.73E-03	4.75E-03	1.71E-03	3.58E-03	0.00E+00	6.31E-02	3.07E-04	2.16E-06
5.00E-02	7.84E-04	4.95E-02	2.23E-02	0.00E+00	1.43E-02	1.12E-02	0.00E+00
0.00E+00	0.00E+00	1.13E-03	1.14E-02	2.90E-03	3.84E-02	3.45E-02	0.00E+00
0.00E+00	0.00E+00	0.00E+00	7.62E-03	0.00E+00	3.32E-02	2.62E-01	0.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.11E-02	5.33E-02	0.00E+00
4.95E-02	0.00E+00	4.03E-02	2.50E-02	0.00E+00	1.25E-02	3.62E-03	5.24E-03
4.35E-03	6.36E-02	8.09E-03	4.27E-03	6.73E-03	2.34E-02	2.39E-02	0.00E+00
0.00E+00	1.43E-01	8.44E-03	0.00E+00	0.00E+00	2.46E-02	6.56E-04	0.00E+00
7.37E-03	5.34E-02	0.00E+00	1.18E-01	1.26E-03	0.00E+00	0.00E+00	1.30E-03
0.00E+00	0.00E+00	0.00E+00	4.57E-03	0.00E+00	2.16E-02	6.29E-02	0.00E+00
0.00E+00	1.70E-01	5.86E-02	0.00E+00	1.53E-04	1.61E-03	0.00E+00	0.00E+00
3.99E-04	4.60E-03	2.10E-03	1.16E-02	3.99E-04	2.99E-02	3.13E-02	0.00E+00
0.00E+00	1.07E-01	2.78E-03	2.40E-02	0.00E+00	1.58E-02	0.00E+00	0.00E+00
2.04E-02	0.00E+00	6.86E-02	1.31E-02	2.31E-02	4.33E-03	1.07E-03	0.00E+00
4.56E-02	9.17E-05	9.88E-03	2.28E-02	0.00E+00	1.38E-02	0.00E+00	0.00E+00
0.00E+00	1.21E-02	1.13E-01	2.81E-03	9.77E-03	7.06E-03	2.80E-03	0.00E+00
0.00E+00	0.00E+00	1.66E-04	8.70E-02	3.71E-03	2.08E-03	0.00E+00	3.40E-03
0.00E+00	4.86E-03	0.00E+00	1.20E-04	0.00E+00	1.75E-02	6.02E-02	0.00E+00
3.14E-02	2.95E-03	3.05E-02	3.95E-03	0.00E+00	1.46E-02	6.02E-03	8.51E-03
5.55E-02	0.00E+00	5.05E-02	1.37E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.02E-02	1.87E-02	0.00E+00
0.00E+00	1.02E-01	1.66E-03	2.15E-02	0.00E+00	1.01E-02	0.00E+00	0.00E+00
2.49E-05	5.58E-03	1.37E-03	8.84E-03	5.31E-04	2.15E-02	2.86E-02	0.00E+00
3.27E-02	0.00E+00	1.97E-02	1.61E-02	0.00E+00	8.41E-03	1.32E-03	0.00E+00
1.52E-02	0.00E+00	6.17E-02	7.57E-03	2.35E-02	2.36E-03	8.59E-04	0.00E+00
3.95E-03	8.26E-03	1.27E-03	1.47E-03	7.33E-05	4.23E-02	0.00E+00	7.07E-05
0.00E+00	3.52E-04	1.31E-02	1.15E-02	0.00E+00	2.22E-02	1.39E-02	0.00E+00
0.00E+00	1.39E-02	2.58E-03	0.00E+00	0.00E+00	2.55E-02	2.06E-02	0.00E+00
7.20E-03	7.09E-03	1.15E-02	1.77E-03	0.00E+00	2.59E-02	2.79E-03	8.22E-04
6.24E-02	8.37E-03	5.39E-02	1.85E-03	0.00E+00	0.00E+00	0.00E+00	3.48E-02
7.72E-03	2.20E-03	1.16E-02	6.20E-03	9.78E-05	2.55E-02	7.90E-04	0.00E+00
0.00E+00	0.00E+00	0.00E+00	6.65E-03	0.00E+00	1.83E-02	2.37E-02	0.00E+00
3.16E-02	4.63E-03	4.31E-02	0.00E+00	0.00E+00	9.00E-03	6.58E-03	3.63E-02
9.33E-04	6.58E-02	3.62E-03	5.79E-03	1.04E-02	9.27E-03	4.68E-03	0.00E+00
4.23E-02	6.34E-04	4.71E-02	1.08E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.00E-02	0.00E+00	5.26E-02	3.63E-02	0.00E+00	1.24E-02	2.48E-03	0.00E+00
0.00E+00	8.41E-03	7.33E-02	2.75E-03	2.20E-02	4.35E-03	0.00E+00	0.00E+00
0.00E+00	6.23E-04	1.75E-03	1.69E-03	4.77E-02	9.06E-04	3.03E-03	4.73E-01
2.62E-02	0.00E+00	2.25E-02	3.14E-03	0.00E+00	8.60E-03	5.70E-03	1.00E-02
4.45E-02	0.00E+00	2.39E-03	1.24E-02	0.00E+00	4.40E-03	0.00E+00	0.00E+00
2.64E-02	0.00E+00	1.45E-02	2.14E-02	5.39E-04	4.19E-03	0.00E+00	0.00E+00
6.79E-04	1.39E-03	4.98E-03	1.47E-03	0.00E+00	1.94E-02	1.89E-02	0.00E+00
1.24E-02	0.00E+00	1.09E-02	1.94E-02	0.00E+00	1.10E-02	2.52E-03	0.00E+00
0.00E+00	0.00E+00	0.00E+00	7.12E-02	1.70E-02	1.82E-03	3.73E-03	0.00E+00
