0.02941176	0.02941176	0.00000000	0.08823529	0.08823529	0.05882353	0.17647059	0.17647059	0.00000000	0.00000000	0.00000000	0.02941176	0.00000000	0.00000000	0.00000000	0.02941176	0.02941176	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.08823529	0.00000000	0.00000000	0.17647059	0.00000000	0.00000000	0.00000000	0.00000000
0.11111111	0.11111111	0.00000000	0.00000000	0.00000000	0.00000000	0.11111111	0.00000000	0.11111111	0.00000000	0.11111111	0.11111111	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.11111111	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.11111111	0.11111111	0.00000000	0.00000000
0.07216495	0.03092784	0.04123711	0.02061856	0.01030928	0.03092784	0.06185567	0.04123711	0.02061856	0.00000000	0.00000000	0.03092784	0.05154639	0.02061856	0.02061856	0.03092784	0.08247423	0.03092784	0.14432990	0.07216495	0.06185567	0.01030928	0.01030928	0.01030928	0.02061856	0.04123711	0.02061856	0.01030928	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03846154	0.09615385	0.05769231	0.03846154	0.01923077	0.11538462	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01923077	0.00000000	0.03846154	0.03846154	0.01923077	0.01923077	0.01923077	0.00000000	0.01923077	0.05769231	0.03846154	0.13461538	0.13461538	0.09615385
0.09090909	0.09090909	0.00000000	0.02272727	0.00000000	0.06818182	0.09090909	0.00000000	0.09090909	0.04545455	0.00000000	0.15909091	0.00000000	0.00000000	0.00000000	0.00000000	0.06818182	0.00000000	0.09090909	0.00000000	0.00000000	0.00000000	0.00000000	0.04545455	0.04545455	0.00000000	0.09090909	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.25806452	0.22580645	0.00000000	0.03225806	0.03225806	0.00000000	0.06451613	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.25806452	0.00000000	0.00000000	0.06451613	0.00000000	0.06451613	0.00000000	0.00000000
0.07727273	0.01363636	0.04090909	0.02272727	0.00000000	0.02272727	0.00454545	0.00000000	0.00454545	0.00000000	0.00454545	0.03636364	0.09090909	0.03636364	0.04545455	0.00454545	0.00000000	0.01818182	0.08636364	0.21818182	0.05000000	0.15909091	0.00000000	0.02272727	0.00909091	0.00000000	0.00454545	0.01363636	0.00909091	0.00454545
0.04912281	0.00000000	0.04561404	0.00701754	0.00000000	0.00701754	0.01052632	0.00000000	0.01052632	0.00350877	0.00000000	0.00350877	0.06666667	0.00350877	0.05964912	0.00000000	0.00350877	0.00701754	0.06666667	0.32631579	0.06315789	0.24561404	0.00000000	0.00350877	0.00701754	0.00000000	0.01052632	0.00000000	0.00000000	0.00000000
0.01639344	0.01639344	0.00000000	0.14754098	0.14754098	0.06557377	0.06557377	0.06557377	0.00000000	0.06557377	0.00000000	0.01639344	0.00000000	0.00000000	0.00000000	0.01639344	0.06557377	0.00000000	0.01639344	0.00000000	0.00000000	0.00000000	0.18032787	0.00000000	0.03278689	0.08196721	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.03571429	0.03571429	0.17857143	0.14285714	0.14285714	0.00000000	0.03571429	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.10714286	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03571429	0.00000000	0.10714286	0.17857143	0.00000000	0.00000000	0.00000000	0.00000000
0.10294118	0.04901961	0.04411765	0.01470588	0.00000000	0.01470588	0.04411765	0.02450980	0.01470588	0.03431373	0.00000000	0.05882353	0.05882353	0.03921569	0.01960784	0.00980392	0.01960784	0.02450980	0.16176471	0.09313725	0.05882353	0.03431373	0.00980392	0.00490196	0.00490196	0.03431373	0.02450980	0.00000000	0.00000000	0.00000000
0.01111111	0.01111111	0.00000000	0.11111111	0.05555556	0.00000000	0.08888889	0.04444444	0.04444444	0.04444444	0.03333333	0.07777778	0.00000000	0.00000000	0.00000000	0.01111111	0.00000000	0.02222222	0.07777778	0.04444444	0.04444444	0.00000000	0.06666667	0.05555556	0.00000000	0.04444444	0.05555556	0.03333333	0.01111111	0.01111111
