0.07659574	0.03829787	0.03404255	0.05957447	0.02553191	0.03404255	0.06382979	0.02978723	0.02553191	0.05106383	0.00000000	0.07234043	0.05106383	0.02978723	0.01702128	0.00851064	0.01702128	0.02127660	0.09787234	0.04255319	0.01702128	0.01276596	0.02978723	0.04680851	0.02127660	0.04255319	0.03404255	0.00000000	0.00000000	0.00000000
0.01492537	0.01492537	0.00000000	0.10447761	0.10447761	0.01492537	0.08955224	0.08955224	0.00000000	0.04477612	0.04477612	0.01492537	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02985075	0.02985075	0.01492537	0.01492537	0.00000000	0.11940299	0.00000000	0.01492537	0.10447761	0.00000000	0.05970149	0.04477612	0.02985075
0.00000000	0.00000000	0.00000000	0.08633094	0.07913669	0.07194245	0.10071942	0.10071942	0.00000000	0.07194245	0.02158273	0.00000000	0.00000000	0.00000000	0.00000000	0.02877698	0.09352518	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.10791367	0.00000000	0.03597122	0.13669065	0.00000000	0.02877698	0.02158273	0.01438849
0.06976744	0.04651163	0.01395349	0.03720930	0.01395349	0.02790698	0.10697674	0.09767442	0.00930233	0.02325581	0.03255814	0.05581395	0.01395349	0.01395349	0.00000000	0.00930233	0.01395349	0.00930233	0.04651163	0.05581395	0.01860465	0.03720930	0.01395349	0.00465116	0.00000000	0.10232558	0.01395349	0.05581395	0.03255814	0.02325581
0.12091503	0.09477124	0.02287582	0.01960784	0.00326797	0.00980392	0.03921569	0.00653595	0.03267974	0.01960784	0.03267974	0.11437908	0.03267974	0.01960784	0.00980392	0.00326797	0.01307190	0.01307190	0.10457516	0.04248366	0.02614379	0.01307190	0.00653595	0.01307190	0.00326797	0.01307190	0.04248366	0.05228758	0.04248366	0.03267974
0.15319149	0.08936170	0.05957447	0.02978723	0.00000000	0.00425532	0.02553191	0.00000000	0.01702128	0.00425532	0.00425532	0.12765957	0.08510638	0.05531915	0.02553191	0.00000000	0.00851064	0.00000000	0.13617021	0.05106383	0.04255319	0.00425532	0.00000000	0.03404255	0.00000000	0.00425532	0.02553191	0.00425532	0.00425532	0.00425532
0.00000000	0.00000000	0.00000000	0.05527638	0.00502513	0.03015075	0.07537688	0.01005025	0.06030151	0.01005025	0.04020101	0.03015075	0.01507538	0.00000000	0.00502513	0.01005025	0.01005025	0.03015075	0.08040201	0.09547739	0.05025126	0.04522613	0.00502513	0.05025126	0.02010050	0.01005025	0.06532663	0.09045226	0.06030151	0.04020101
0.02580645	0.01935484	0.00645161	0.02580645	0.02580645	0.10967742	0.14193548	0.10322581	0.01290323	0.02580645	0.02580645	0.01935484	0.00645161	0.00645161	0.00000000	0.04516129	0.09677419	0.00645161	0.02580645	0.00000000	0.00000000	0.00000000	0.03870968	0.00000000	0.05161290	0.12258065	0.01290323	0.01935484	0.01290323	0.01290323
0.05906314	0.01425662	0.03869654	0.02240326	0.00407332	0.01832994	0.03054990	0.00203666	0.02443992	0.02036660	0.02443992	0.02036660	0.05702648	0.02647658	0.02647658	0.01018330	0.00610998	0.02851324	0.10590631	0.15071283	0.06517312	0.06924644	0.00407332	0.02036660	0.01018330	0.00203666	0.03665988	0.03665988	0.04276986	0.02240326
0.00699301	0.00699301	0.00000000	0.03496503	0.01398601	0.06993007	0.09790210	0.09090909	0.00000000	0.04195804	0.04895105	0.02097902	0.00000000	0.00000000	0.00000000	0.03496503	0.10489510	0.00699301	0.00699301	0.00000000	0.00000000	0.00000000	0.01398601	0.01398601	0.04895105	0.12587413	0.00000000	0.09790210	0.06293706	0.04895105
0.00578035	0.00000000	0.00578035	0.02312139	0.01734104	0.05780347	0.10404624	0.06358382	0.02312139	0.04624277	0.04046243	0.00578035	0.00578035	0.00578035	0.00000000	0.10404624	0.08092486	0.04046243	0.05780347	0.01156069	0.01156069	0.00000000	0.04046243	0.00578035	0.02890173	0.09248555	0.02890173	0.05202312	0.02312139	0.01734104
0.00862069	0.00862069	0.00000000	0.09482759	0.06896552	0.06034483	0.05172414	0.02586207	0.02586207	0.04310345	0.02586207	0.02586207	0.00862069	0.00000000	0.00862069	0.04310345	0.06034483	0.01724138	0.06034483	0.01724138	0.01724138	0.00000000	0.07758621	0.03448276	0.00862069	0.05172414	0.04310345	0.06034483	0.02586207	0.02586207
0.03571429	0.03571429	0.00000000	0.01190476	0.01190476	0.03571429	0.07142857	0.07142857	0.00000000	0.03571429	0.11904762	0.03571429	0.00000000	0.00000000	0.00000000	0.05952381	0.08333333	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01190476	0.00000000	0.01190476	0.09523810	0.00000000	0.13095238	0.08333333	0.05952381
0.01960784	0.01960784	0.00000000	0.00000000	0.00000000	0.07843137	0.17647059	0.17647059	0.00000000	0.01960784	0.03921569	0.01960784	0.00000000	0.00000000	0.00000000	0.00000000	0.13725490	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07843137	0.19607843	0.00000000	0.03921569	0.00000000	0.00000000
