0.00000000	0.00000000	0.00000000	0.00000000	0.02083333	0.00694444	0.02083333	0.00694444	0.00000000	0.04861111	0.00694444	0.02777778	0.05555556	0.01388889	0.00694444	0.00000000	0.01388889	0.00694444	0.00000000	0.00000000	0.00000000	0.00694444	0.02083333	0.01388889	0.00694444	0.03472222	0.01388889	0.01388889	0.01388889	0.02083333	0.00694444	0.01388889	0.02083333	0.01388889	0.00694444	0.00000000	0.00000000	0.05555556	0.00694444	0.02777778	0.00694444	0.01388889	0.06250000	0.04166667	0.02083333	0.01388889	0.00694444	0.00694444	0.13194444	0.07638889	0.04861111	0.03472222
0.00000000	0.00000000	0.00000000	0.00000000	0.11111111	0.07407407	0.00000000	0.00000000	0.07407407	0.03703704	0.03703704	0.00000000	0.00000000	0.00000000	0.03703704	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.14814815	0.11111111	0.00000000	0.00000000	0.00000000	0.00000000	0.07407407	0.03703704	0.11111111	0.07407407	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03703704	0.03703704	0.00000000	0.00000000
0.01509434	0.00754717	0.00000000	0.00000000	0.01886792	0.00377358	0.02641509	0.01132075	0.04150943	0.01509434	0.00000000	0.01132075	0.01132075	0.00000000	0.03396226	0.03018868	0.05283019	0.02641509	0.00754717	0.00377358	0.00377358	0.03018868	0.02264151	0.00000000	0.04150943	0.03018868	0.00754717	0.01132075	0.00377358	0.06792453	0.01132075	0.01509434	0.05283019	0.00754717	0.01886792	0.08679245	0.02641509	0.03018868	0.00000000	0.01886792	0.00377358	0.03018868	0.04528302	0.03018868	0.00754717	0.00754717	0.00000000	0.00000000	0.03018868	0.01132075	0.01886792	0.01132075
0.03626473	0.00543971	0.02901179	0.00906618	0.00181324	0.00000000	0.00815956	0.00271985	0.00362647	0.00906618	0.00090662	0.00543971	0.00634633	0.00453309	0.00271985	0.00725295	0.04714415	0.00906618	0.03535811	0.00997280	0.02175884	0.00815956	0.02719855	0.01450589	0.00090662	0.02991840	0.00181324	0.02538531	0.01722575	0.00362647	0.00090662	0.00271985	0.01269266	0.00362647	0.00362647	0.00543971	0.00090662	0.01178604	0.00181324	0.00725295	0.00271985	0.01631913	0.20217588	0.07252947	0.11332729	0.04714415	0.05893019	0.02266546	0.01450589	0.00906618	0.00453309	0.00090662
0.01675978	0.01117318	0.00558659	0.00558659	0.01675978	0.01675978	0.07821229	0.02793296	0.00558659	0.03910615	0.01675978	0.00000000	0.01117318	0.00558659	0.00000000	0.00000000	0.01675978	0.01117318	0.00558659	0.00558659	0.00000000	0.00000000	0.09497207	0.03910615	0.02793296	0.07821229	0.06145251	0.00558659	0.00000000	0.02234637	0.02234637	0.00000000	0.09497207	0.05586592	0.02793296	0.01117318	0.00000000	0.05027933	0.02793296	0.00000000	0.02234637	0.00000000	0.01117318	0.01117318	0.00000000	0.00000000	0.00000000	0.00000000	0.01675978	0.01117318	0.00558659	0.00558659
0.02631579	0.01315789	0.00789474	0.00526316	0.01842105	0.00526316	0.01315789	0.00263158	0.01842105	0.01842105	0.00263158	0.01578947	0.01842105	0.00263158	0.00000000	0.01052632	0.03947368	0.01842105	0.01578947	0.01052632	0.00526316	0.00526316	0.02894737	0.01052632	0.01578947	0.02894737	0.00526316	0.02368421	0.01578947	0.02368421	0.00526316	0.01315789	0.02368421	0.01052632	0.00789474	0.03157895	0.00263158	0.03157895	0.00263158	0.02368421	0.00263158	0.01578947	0.12368421	0.05263158	0.05526316	0.03157895	0.01315789	0.01052632	0.05263158	0.02105263	0.02894737	0.01315789
0.00465116	0.00000000	0.00465116	0.00000000	0.01860465	0.01860465	0.04651163	0.01395349	0.01395349	0.07906977	0.07906977	0.00000000	0.02790698	0.01860465	0.00000000	0.00000000	0.00465116	0.00000000	0.00465116	0.00000000	0.00465116	0.01860465	0.04186047	0.01860465	0.01395349	0.05116279	0.05116279	0.00000000	0.00000000	0.02325581	0.02325581	0.00000000	0.05581395	0.02325581	0.02325581	0.02325581	0.00000000	0.08837209	0.08837209	0.00000000	0.00000000	0.00000000	0.00930233	0.00465116	0.00465116	0.00465116	0.00000000	0.00000000	0.04651163	0.02325581	0.01860465	0.00465116
0.00361011	0.00000000	0.00361011	0.00361011	0.00722022	0.00722022	0.02527076	0.00722022	0.00722022	0.03249097	0.01083032	0.01444043	0.02166065	0.01444043	0.00000000	0.00000000	0.00722022	0.00361011	0.00361011	0.00361011	0.00000000	0.00361011	0.18050542	0.06137184	0.01083032	0.10830325	0.03971119	0.02527076	0.00000000	0.01444043	0.01444043	0.00000000	0.03610108	0.01805054	0.01444043	0.00722022	0.00361011	0.03610108	0.01444043	0.01444043	0.00722022	0.05415162	0.04693141	0.03249097	0.00361011	0.00361011	0.00000000	0.00000000	0.03249097	0.02166065	0.01083032	0.00722022
0.00000000	0.00000000	0.00000000	0.00000000	0.03649635	0.03649635	0.02189781	0.00729927	0.02189781	0.03649635	0.03649635	0.00000000	0.09489051	0.04379562	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00729927	0.00729927	0.00729927	0.00000000	0.01459854	0.00729927	0.00000000	0.00000000	0.03649635	0.03649635	0.00000000	0.02189781	0.00000000	0.00729927	0.02189781	0.00000000	0.04379562	0.04379562	0.00000000	0.00729927	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.17518248	0.10948905	0.06569343	0.05109489
0.01310044	0.00000000	0.01310044	0.00000000	0.00145560	0.00000000	0.01018923	0.00436681	0.01018923	0.02183406	0.00000000	0.01746725	0.00000000	0.00000000	0.00000000	0.00000000	0.02765648	0.00000000	0.02328967	0.00145560	0.01892285	0.00727802	0.02037846	0.00582242	0.00145560	0.03784571	0.00291121	0.03202329	0.02183406	0.00727802	0.00000000	0.00727802	0.01746725	0.00145560	0.00873362	0.01310044	0.00436681	0.02183406	0.00000000	0.01746725	0.00000000	0.02765648	0.20815138	0.05967977	0.13391557	0.05094614	0.07569141	0.04221252	0.00436681	0.00291121	0.00145560	0.00145560
