1.472833710021390907e-01,1.709929381256591885e-01,0.000000000000000000e+00,2.922375258888234573e-01
1.115744370650969403e-01,3.883418981805027842e-02,0.000000000000000000e+00,2.631707887830381787e-01
1.675669649518861104e-01,4.888642757946420891e-02,7.103261358989239327e-02,1.662779754140705085e-02
0.000000000000000000e+00,3.718140316799827261e-01,0.000000000000000000e+00,1.151848857807327431e-01
2.017843780183821989e-01,2.118392116577058268e-02,0.000000000000000000e+00,1.135204447141490436e-01
2.448182907755009491e-02,0.000000000000000000e+00,1.245326514058693601e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.462739275883016277e-01,0.000000000000000000e+00,9.343579703536553094e-02
0.000000000000000000e+00,3.586170982465717444e-02,0.000000000000000000e+00,2.115894073295015165e-01
3.952300031220140619e-02,1.595839006950896394e-03,2.355094147868322385e-01,2.294493293150723368e-02
1.291759641334743747e-01,2.328010408223583211e-02,1.930719859928773097e-01,1.107394076169592942e-02
3.635914426072568012e-02,0.000000000000000000e+00,8.194717088093914081e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.795631901127403451e-02,4.141618439884783842e-02,2.233780678699639685e-02
8.373568572350009037e-03,6.244029060400811855e-03,6.806197721997687966e-02,3.548099983029250754e-02
0.000000000000000000e+00,1.690293734615502461e-02,0.000000000000000000e+00,1.640565341617516992e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.482076111727647416e-01,0.000000000000000000e+00
1.386316839151690572e-01,1.845147865666942749e-02,0.000000000000000000e+00,6.235556172455125612e-02
1.261620812099907563e-01,1.684490641701143210e-02,1.522970576603147885e-01,6.537524608266047192e-03
2.423572949843665406e-02,1.604117314222350786e-03,4.704445863859811616e-02,1.748343619888141631e-02
0.000000000000000000e+00,2.040019520087126559e-01,0.000000000000000000e+00,1.347652927749041704e-02
1.333302764953440134e-01,5.213437294153821372e-02,0.000000000000000000e+00,2.178182024133624994e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.207366503891567688e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.630467458354874888e-02,0.000000000000000000e+00,1.231913876230326076e-02
1.641394541869441864e-02,8.858544923427932871e-02,6.405882646709917284e-03,3.324516672410328388e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.579754616806824483e-03,1.454448658856498100e-01
0.000000000000000000e+00,4.232345883586348390e-02,0.000000000000000000e+00,4.578027104270813302e-02
9.592346020290479225e-03,4.688549350492720452e-02,1.348580222226531122e-01,1.372976556453657515e-02
1.241590833336206900e-01,4.372963622582241860e-02,0.000000000000000000e+00,6.708172754041834274e-03
1.050328398573472342e-02,1.684545342972458212e-02,1.012117140396468912e-01,1.794193455255419997e-02
9.399528522622487697e-03,3.069002894623013358e-02,2.868954163802320267e-02,1.148189194396427582e-02
