2.331468628722581024e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.282865656686106026e-01,8.126118801630852206e-02,2.379012536671076122e-02,9.898318922775342643e-02,2.658903917225211022e-01,1.264332061594977555e-03,3.273890002882838286e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.901432876062957855e-01
1.335812361877261253e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.587917522357341876e-03,7.171023447801204431e-02,1.691625274583884522e-02,1.095801297802703189e-01,1.922824738275566610e-03,2.265905792526338447e-01,2.506425476777551786e-01,9.139384724250231365e-03,0.000000000000000000e+00,2.278528738854774971e-05,4.446347117030614166e-03,4.678452908080401283e-03
9.029160165221571110e-02,2.761298074243672684e-01,1.309772242390998091e-02,0.000000000000000000e+00,1.639236270372878765e-02,1.243371859594584877e-01,0.000000000000000000e+00,6.975503010137412696e-02,8.573330461826368654e-02,0.000000000000000000e+00,9.683023610811468396e-02,0.000000000000000000e+00,1.990430209675508877e-01,3.169147053913289828e-03,6.390260951537281298e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.528996910829094828e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.510153264430228015e-01,0.000000000000000000e+00,6.123681097585995450e-03,4.911073077279209248e-02,6.092594450875687268e-03,1.465075149795460685e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.642759140581606991e-01
0.000000000000000000e+00,2.136987323072690043e-03,0.000000000000000000e+00,3.790290902336289000e-03,4.860239980883873656e-02,1.298225228079963323e-01,4.302486360269039412e-02,6.083890097371755408e-03,2.602686218115718431e-01,8.600389511950697063e-02,7.399690442107476930e-03,2.618670493401076965e-02,0.000000000000000000e+00,1.514589000593792936e-02,8.633294770136227050e-03
1.249705260473235741e-01,3.347089116908380513e-01,7.497220461768508426e-02,3.641124633745376066e-02,2.662148406448600763e-02,2.203396598827244562e-02,0.000000000000000000e+00,1.408972147375134321e-02,1.373797717446194333e-02,0.000000000000000000e+00,1.608074964165448206e-01,0.000000000000000000e+00,1.774024307253330157e-01,2.174461090497560936e-02,0.000000000000000000e+00
3.775900076211838926e-03,0.000000000000000000e+00,2.561024391952506111e-04,2.603046046226158020e-04,0.000000000000000000e+00,2.175350842033810239e-02,9.119403115794694203e-02,0.000000000000000000e+00,3.959703448236922586e-03,8.406363402318654809e-02,0.000000000000000000e+00,5.629890428872933936e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.224634392455268561e-01
0.000000000000000000e+00,7.258652772315169790e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.354508871095708989e-03,1.152989920451362033e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.155739406798523328e-01,0.000000000000000000e+00,1.529343997507201340e-02,1.349897782528050030e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.281357782843424997e-01,9.923484363063656000e-02,1.774752438191818105e-01,1.438592000870773657e-01,7.739900758666014291e-02,5.787665941611089444e-03,1.956488759871410910e-02,1.589663368834204338e-02,1.341401198720850937e-02,0.000000000000000000e+00,2.211719503908887441e-01,4.136483569752718789e-03,2.325076035631908622e-01,2.080766382740820153e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.860042033854077015e-02,7.435740579014793461e-02,5.024931421492555977e-04,0.000000000000000000e+00,2.956587686000041737e-01,3.012603078967525036e-02,9.593798522387846474e-04,1.516750882796611410e-01,1.713726511440061967e-02,0.000000000000000000e+00,1.069826322636281717e-04,4.935668302834644340e-03
