1.324091086989789001e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.447207478671376890e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.766719191537342304e-01,0.000000000000000000e+00,3.513005460841463201e-02
1.793263671241430990e-01,4.689580077638931532e-02,6.015292912554956462e-02,0.000000000000000000e+00,3.548514754951640621e-02
2.058040501309672254e-01,9.396961673135864612e-02,1.024752769409143817e-02,0.000000000000000000e+00,2.026258555902602301e-02
7.379513260829473342e-02,0.000000000000000000e+00,3.139848169970912983e-02,7.076041967890027429e-02,1.022193628132143095e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.068679794245576131e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.083008098017666808e-03,6.841985298297860452e-02,2.840297005895448534e-01
1.365886517667061206e-01,0.000000000000000000e+00,2.873849361331667351e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.677716156703720540e-02,0.000000000000000000e+00,2.336345463672898082e-01,1.007736790451520779e-02,1.237029156862109840e-02
2.552042789302070847e-01,2.967431501219399553e-02,1.670458350034187064e-03,3.459228201586898171e-02,1.983089078503734448e-02
3.509719429656817796e-02,1.653098784416883460e-01,3.832678502102530166e-02,2.820174893285520910e-04,4.389908973951893445e-02
8.882030017917397213e-02,1.409403133695254773e-01,2.021030962032610567e-02,1.592188031332787690e-02,2.227194862652912000e-02
5.609928989112613479e-02,2.089003200972648286e-02,0.000000000000000000e+00,7.735092710617701151e-02,5.494892344374034676e-02
3.838262824259575795e-02,9.617145267680570972e-03,0.000000000000000000e+00,3.947022122647353415e-02,2.353127965599935700e-01
2.982472597061458508e-01,1.059266290948620154e-01,1.588573535005028542e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.323452009349860847e-01,1.731576789581430048e-02,0.000000000000000000e+00,2.925291489292988767e-01
0.000000000000000000e+00,2.156600051377747032e-02,0.000000000000000000e+00,1.971092853423741520e-01,7.051890041709872603e-02
5.539605873250597230e-04,1.146269757506948872e-01,1.019184665733011419e-01,0.000000000000000000e+00,3.965456096164266669e-02
0.000000000000000000e+00,3.248440855707623171e-02,6.451397491475410750e-02,5.080004707556917687e-02,1.678403465229191260e-01
0.000000000000000000e+00,1.058485655720069890e-01,0.000000000000000000e+00,3.574694770797975235e-02,2.123314944300677132e-01
3.006950374570593887e-02,1.646766963793209748e-01,2.049274956566464814e-02,2.356899387984334737e-03,2.337453672735488944e-02
5.010217546416909778e-02,1.427165160021501289e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.665943362247459175e-03
0.000000000000000000e+00,1.175817765805006396e-02,0.000000000000000000e+00,2.652819997654155548e-01,2.384963042475845424e-02
0.000000000000000000e+00,1.088465866170091612e-01,3.288861800577520533e-01,5.346799250547709919e-04,2.646822445995375070e-02
8.400818374039930540e-04,0.000000000000000000e+00,1.984210260912986235e-03,3.794476321630555482e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.111074527796340888e-01,1.504908115321134873e-02,1.010437133068930460e-01
4.009750686438869755e-02,8.156632761424505162e-02,0.000000000000000000e+00,2.825839888286324139e-02,1.126213704299278834e-01
1.196552777534139606e-01,1.527217198611388604e-01,2.416701673599240541e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.516095646568737729e-02,4.329709898809703042e-03,1.141126336699970212e-01,1.783313550433132666e-01
0.000000000000000000e+00,8.766388773152945790e-02,0.000000000000000000e+00,8.229791520198233290e-02,1.355929344534533842e-01
1.985417346487561296e-02,1.413303148433279165e-02,0.000000000000000000e+00,1.639401070670253868e-01,6.206699495159152813e-02
3.287466545990912203e-02,5.310423692856008210e-02,3.147571667469827028e-02,7.902934443619910598e-02,8.038665415545617754e-02
2.218102018887699138e-03,2.213608206245097111e-03,8.399013613408131892e-03,2.774843447168102717e-01,5.020786188216212059e-02
0.000000000000000000e+00,2.052840754594403849e-01,4.456942787401030337e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.049419450798510262e-02,1.448126340015180313e-01,1.643856801197776663e-01,0.000000000000000000e+00,0.000000000000000000e+00
